Plampa23756	K01803
Plampa3243	K04505
Plampa11486	K01054
Plampa42510	K12385
Plampa2450	K16669
Plampa307756	K03426
Plampa257606	K14007
Plampa148393	K04630
Plampa22637	K02716
Plampa148288	K14689
Plampa55111	K11584
Plampa344361	K14007
Plampa5083	K11839
Plampa114491	K03321
Plampa273	K06619
Plampa178201	K25079
Plampa1163	K15538
Plampa3379	K12165
Plampa223839	K01966
Plampa74508	K10345
Plampa44135	K08816
Plampa43672	K05674
Plampa118093	K08796
Plampa214432	K05925
Plampa89037	K17233
Plampa198601	K18740
Plampa8270	K08886
Plampa1194	K06269
Plampa19995	K01251
Plampa133178	K08901
Plampa41693	K15621
Plampa36	K11968
Plampa111905	K08826
Plampa6024	K06634
Plampa129710	K17108
Plampa4031	K10457
Plampa2799	K23966
Plampa350926	K17768
Plampa1700	K05099
Plampa85037	K19355
Plampa52346	K15272
Plampa72540	K01897
Plampa221464	K06059
Plampa58856	K09057
Plampa2009	K16343
Plampa61154	K14794
Plampa358979	K00600
Plampa98462	K11481
Plampa138946	K20364
Plampa135838	K11367
Plampa355994	K11188
Plampa6291	K17592
Plampa169626	K01897
Plampa345096	K00434
Plampa305972	K05758
Plampa24239	K12035
Plampa67453	K09027
Plampa31947	K15336
Plampa21232	K16776
Plampa261864	K07404
Plampa13745	K12825
Plampa111800	K13886
Plampa313283	K08214
Plampa26148	K04592
Plampa229631	K13303
Plampa349163	K05592
Plampa93690	K05863
Plampa334767	K02874
Plampa60722	K23939
Plampa153878	K10592
Plampa147334	K07160
Plampa71023	K19525
Plampa265812	K00031
Plampa5029	K00799
Plampa21461	K21440
Plampa345597	K01937
Plampa32658	K02886
Plampa217201	K06924
Plampa36190	K22754
Plampa243786	K09571
Plampa53402	K12657
Plampa183978	K00231
Plampa2758	K04043
Plampa35668	K14638
Plampa91903	K05750
Plampa258997	K12251
Plampa56099	K22835
Plampa3004	K12871
Plampa5642	K03131
Plampa270527	K12736
Plampa98507	K01895
Plampa303873	K00472
Plampa4555	K00799
Plampa46074	K17267
Plampa75827	K02263
Plampa265456	K00161
Plampa63669	K01689
Plampa344288	K01647
Plampa328487	K02955
Plampa64739	K11352
Plampa81551	K03654
Plampa71662	K01581
Plampa134361	K16900
Plampa301103	K14035
Plampa8541	K15109
Plampa123941	K07874
Plampa264927	K12606
Plampa217452	K07404
Plampa124080	K03010
Plampa258718	K08738
Plampa337409	K08869
Plampa196691	K14290
Plampa217588	K11839
Plampa33925	K12047
Plampa209924	K22684
Plampa51406	K18041
Plampa58957	K15168
Plampa889	K03781
Plampa6531	K05110
Plampa90453	K11162
Plampa2788	K19499
Plampa217788	K03843
Plampa181809	K09057
Plampa32134	K19511
Plampa5216	K01415
Plampa357095	K17335
Plampa49595	K05768
Plampa210439	K17946
Plampa28165	K04851
Plampa164327	K14407
Plampa2869	K08681
Plampa258798	K20456
Plampa9212	K16738
Plampa177525	K08960
Plampa7360	K01135
Plampa10516	K06631
Plampa4641	K07440
Plampa36024	K07374
Plampa13320	K03163
Plampa57671	K18269
Plampa175629	K02738
Plampa6208	K05520
Plampa275622	K01139
Plampa310238	K14683
Plampa265308	K10576
Plampa19628	K08857
Plampa606	K02893
Plampa187913	K02168
Plampa3192	K15109
Plampa351452	K19948
Plampa20849	K13912
Plampa140995	K03094
Plampa179672	K21763
Plampa348370	K00670
Plampa15524	K02091
Plampa168569	K03259
Plampa6560	K24524
Plampa227086	K02184
Plampa179134	K13886
Plampa42334	K12496
Plampa12223	K04078
Plampa128948	K09919
Plampa184237	K00656
Plampa86002	K01758
Plampa46206	K00033
Plampa181001	K17943
Plampa11363	K10392
Plampa480	K14676
Plampa105824	K10380
Plampa3290	K13050
Plampa88973	K02641
Plampa62327	K02726
Plampa173271	K10203
Plampa71295	K14621
Plampa11852	K15048
Plampa48083	K02927
Plampa120315	K17732
Plampa82684	K02136
Plampa81638	K02704
Plampa80502	K06027
Plampa131171	K04498
Plampa209689	K04955
Plampa344504	K09510
Plampa54457	K14066
Plampa3612	K22403
Plampa118575	K04565
Plampa134783	K04554
Plampa63429	K14567
Plampa2030	K04437
Plampa350643	K04371
Plampa68282	K12836
Plampa9762	K24800
Plampa1167	K18183
Plampa19928	K11839
Plampa165425	K17080
Plampa56375	K22139
Plampa245077	K08592
Plampa213461	K03242
Plampa238525	K03039
Plampa41553	K03798
Plampa6128	K02256
Plampa167468	K03966
Plampa211663	K17065
Plampa356106	K10594
Plampa216285	K04512
Plampa227250	K09499
Plampa109379	K02910
Plampa119785	K01599
Plampa210408	K24674
Plampa301437	K03969
Plampa220097	K14453
Plampa324721	K11827
Plampa138832	K17335
Plampa329838	K20163
Plampa5415	K23733
Plampa67430	K15261
Plampa174424	K02132
Plampa59727	K09485
Plampa64079	K02154
Plampa256309	K01749
Plampa188873	K06095
Plampa12313	K16802
Plampa318327	K11135
Plampa3653	K24744
Plampa3508	K11413
Plampa4911	K19511
Plampa327686	K13524
Plampa305531	K10753
Plampa86723	K09424
Plampa134726	K18757
Plampa34918	K17279
Plampa86036	K03798
Plampa279709	K11837
Plampa320158	K02946
Plampa14773	K00815
Plampa15337	K03106
Plampa4037	K19329
Plampa271747	K10141
Plampa131087	K00750
Plampa33834	K12046
Plampa81284	K05658
Plampa140456	K04448
Plampa163649	K07573
Plampa90158	K12864
Plampa47453	K08135
Plampa32035	K01807
Plampa72004	K03231
Plampa6787	K13248
Plampa59892	K23624
Plampa345723	K02998
Plampa128904	K12886
Plampa245016	K06941
Plampa17204	K16752
Plampa44763	K10151
Plampa305123	K07376
Plampa5717	K15164
Plampa35654	K00366
Plampa4438	K23379
Plampa60165	K12460
Plampa86263	K09542
Plampa54256	K20718
Plampa211004	K01025
Plampa139292	K01903
Plampa5631	K05546
Plampa90323	K07901
Plampa119460	K07376
Plampa16697	K05665
Plampa214741	K00940
Plampa33173	K10699
Plampa65404	K09498
Plampa28388	K17408
Plampa1337	K23843
Plampa227292	K05850
Plampa52684	K01823
Plampa106870	K07593
Plampa18144	K11162
Plampa137727	K14303
Plampa99142	K08745
Plampa300858	K08288
Plampa13775	K03654
Plampa89934	K10791
Plampa329543	K00162
Plampa324870	K03704
Plampa22501	K01712
Plampa109180	K11885
Plampa306259	K23880
Plampa51884	K00142
Plampa28598	K00128
Plampa29534	K12647
Plampa217374	K17503
Plampa11302	K22266
Plampa3573	K04362
Plampa17065	K23600
Plampa36048	K10356
Plampa302503	K11374
Plampa6713	K16629
Plampa130224	K03032
Plampa171183	K16667
Plampa69225	K18730
Plampa62164	K15449
Plampa5769	K00542
Plampa125211	K00665
Plampa11817	K06778
Plampa5701	K05015
Plampa256970	K23257
Plampa5314	K22750
Plampa138161	K11292
Plampa312528	K13706
Plampa352918	K14640
Plampa276224	K02899
Plampa84865	K00029
Plampa25678	K07374
Plampa312752	K10395
Plampa105610	K03948
Plampa15445	K22544
Plampa48736	K04345
Plampa7610	K00555
Plampa1049	K20465
Plampa15470	K08874
Plampa48897	K00472
Plampa68060	K23025
Plampa4029	K19413
Plampa307624	K24070
Plampa10840	K15198
Plampa215461	K24502
Plampa24251	K08076
Plampa262956	K24335
Plampa237878	K23049
Plampa52265	K09656
Plampa87116	K06678
Plampa101152	K04506
Plampa349527	K20223
Plampa35603	K10408
Plampa3853	K08894
Plampa91352	K20235
Plampa169759	K03966
Plampa5857	K06545
Plampa357524	K03234
Plampa56881	K02132
Plampa10464	K03515
Plampa209566	K03936
Plampa16139	K07494
Plampa131884	K08064
Plampa2916	K17849
Plampa21899	K06826
Plampa144884	K07525
Plampa5295	K24937
Plampa304621	K00382
Plampa263122	K05592
Plampa349072	K16669
Plampa187807	K14326
Plampa10080	K09624
Plampa33377	K08744
Plampa6703	K13517
Plampa6687	K07048
Plampa16044	K21440
Plampa53651	K01208
Plampa80313	K03235
Plampa27709	K01648
Plampa15227	K10380
Plampa109201	K01647
Plampa48004	K16761
Plampa37947	K11805
Plampa372428	K01112
Plampa65969	K00574
Plampa118928	K15601
Plampa260241	K00278
Plampa32461	K23330
Plampa309770	K09291
Plampa28417	K04676
Plampa60569	K12800
Plampa164788	K15979
Plampa4741	K05989
Plampa177051	K00799
Plampa150042	K00912
Plampa132927	K01897
Plampa305877	K06704
Plampa32331	K12035
Plampa76881	K12436
Plampa8959	K02140
Plampa2942	K11837
Plampa15284	K22614
Plampa97103	K11970
Plampa215192	K25381
Plampa306834	K05752
Plampa268594	K00574
Plampa11179	K01873
Plampa184533	K00861
Plampa196348	K09615
Plampa266623	K07192
Plampa350308	K03715
Plampa107456	K04602
Plampa131614	K03110
Plampa103603	K19755
Plampa87347	K04422
Plampa225311	K03514
Plampa18726	K22615
Plampa135617	K12896
Plampa18611	K04936
Plampa119551	K09553
Plampa101904	K05750
Plampa67709	K17095
Plampa1668	K06826
Plampa132516	K22068
Plampa11499	K01581
Plampa2571	K00942
Plampa34243	K02293
Plampa39092	K10436
Plampa363551	K11404
Plampa22826	K00565
Plampa43608	K24308
Plampa133689	K09254
Plampa348901	K00218
Plampa4474	K20317
Plampa229610	K18739
Plampa82810	K08855
Plampa31281	K19073
Plampa168518	K14763
Plampa241553	K15279
Plampa303552	K14213
Plampa56909	K04564
Plampa218793	K15335
Plampa8049	K09935
Plampa142327	K15029
Plampa255724	K23902
Plampa31098	K05681
Plampa170235	K03671
Plampa301353	K10406
Plampa274211	K02639
Plampa347354	K10838
Plampa51752	K10414
Plampa71804	K13679
Plampa363140	K20409
Plampa241070	K01203
Plampa7971	K02295
Plampa114296	K00762
Plampa681	K13619
Plampa22646	K00382
Plampa8486	K00207
Plampa7961	K19986
Plampa178120	K00029
Plampa65888	K11593
Plampa356550	K03334
Plampa210552	K15423
Plampa112646	K02991
Plampa209901	K14079
Plampa179233	K02991
Plampa46251	K07497
Plampa103062	K00325
Plampa71838	K13108
Plampa194945	K13412
Plampa58813	K03231
Plampa48616	K12132
Plampa8145	K16733
Plampa8898	K12591
Plampa357722	K17535
Plampa5757	K00558
Plampa5957	K22936
Plampa1878	K12132
Plampa9082	K08803
Plampa20991	K16675
Plampa3199	K02431
Plampa8563	K14777
Plampa316947	K13177
Plampa7826	K10380
Plampa68098	K01897
Plampa1602	K09478
Plampa74686	K03654
Plampa28698	K18418
Plampa53661	K06766
Plampa2892	K13525
Plampa317005	K18423
Plampa979	K17552
Plampa3513	K18467
Plampa13958	K08597
Plampa24305	K18084
Plampa84610	K13937
Plampa311385	K14538
Plampa20057	K14779
Plampa265771	K08869
Plampa56674	K22895
Plampa119813	K23539
Plampa259124	K08796
Plampa55477	K11594
Plampa237862	K11462
Plampa21908	K10693
Plampa127713	K01057
Plampa10783	K02958
Plampa91726	K00654
Plampa353764	K05606
Plampa83371	K00472
Plampa172482	K15042
Plampa15660	K17849
Plampa315007	K03660
Plampa309897	K17609
Plampa523	K13304
Plampa255762	K03530
Plampa222766	K01346
Plampa3051	K20644
Plampa177109	K04392
Plampa3809	K12035
Plampa103781	K05016
Plampa5109	K10585
Plampa31482	K00849
Plampa29242	K12166
Plampa311001	K02259
Plampa4138	K13358
Plampa310085	K07304
Plampa1340	K24230
Plampa10932	K10422
Plampa164026	K02991
Plampa100791	K24831
Plampa123068	K11968
Plampa214206	K02987
Plampa38652	K09560
Plampa65033	K02150
Plampa211844	K00227
Plampa47763	K04079
Plampa72767	K10457
Plampa3372	K05768
Plampa49691	K20865
Plampa354610	K02634
Plampa172474	K09414
Plampa110443	K08337
Plampa145504	K14005
Plampa173139	K15456
Plampa29545	K06670
Plampa92263	K03654
Plampa231774	K15085
Plampa48364	K00901
Plampa28783	K07440
Plampa220572	K25059
Plampa136574	K24727
Plampa40885	K07304
Plampa313014	K00627
Plampa48175	K04984
Plampa55901	K00728
Plampa29672	K18669
Plampa16969	K10523
Plampa312933	K12604
Plampa111650	K07494
Plampa41284	K02035
Plampa5965	K07588
Plampa21015	K02147
Plampa50069	K00503
Plampa316256	K07783
Plampa55240	K01187
Plampa361396	K16298
Plampa120044	K01540
Plampa1254	K01832
Plampa346520	K24473
Plampa329252	K17086
Plampa221525	K15032
Plampa88750	K01267
Plampa8992	K00021
Plampa82425	K24047
Plampa165980	K10756
Plampa28722	K07497
Plampa220017	K20279
Plampa168332	K02154
Plampa307076	K06171
Plampa85501	K17751
Plampa22807	K02995
Plampa105385	K10413
Plampa209839	K03243
Plampa120261	K17751
Plampa18422	K07963
Plampa71927	K16726
Plampa185936	K02885
Plampa174003	K00145
Plampa100983	K11262
Plampa46289	K10691
Plampa823	K05110
Plampa45700	K13207
Plampa167121	K06237
Plampa7346	K23972
Plampa101742	K04507
Plampa56723	K04829
Plampa1195	K24774
Plampa6979	K16465
Plampa10448	K20098
Plampa10116	K12026
Plampa220288	K03115
Plampa259363	K11991
Plampa99770	K14445
Plampa16723	K03512
Plampa272608	K08582
Plampa11834	K03846
Plampa210843	K11434
Plampa12636	K05110
Plampa79298	K09057
Plampa102557	K11446
Plampa177	K07494
Plampa1746	K02900
Plampa163299	K00472
Plampa339733	K07910
Plampa110679	K04986
Plampa79489	K03531
Plampa60321	K04079
Plampa18572	K08911
Plampa3286	K15195
Plampa19379	K07497
Plampa352361	K03675
Plampa7326	K21436
Plampa102268	K03527
Plampa472	K18283
Plampa5792	K06545
Plampa352976	K03231
Plampa297574	K13412
Plampa85682	K14298
Plampa171202	K02884
Plampa268784	K00548
Plampa119966	K21797
Plampa350657	K18264
Plampa119251	K20185
Plampa266511	K14442
Plampa15068	K00939
Plampa17619	K18643
Plampa6001	K14792
Plampa57943	K06158
Plampa4345	K02984
Plampa74462	K23025
Plampa42583	K07494
Plampa63706	K03283
Plampa160127	K14643
Plampa45175	K10443
Plampa23571	K03165
Plampa301239	K24796
Plampa350755	K00589
Plampa8421	K19673
Plampa209017	K04646
Plampa38071	K12401
Plampa370325	K17086
Plampa46921	K18410
Plampa36910	K05989
Plampa30257	K17988
Plampa196711	K09584
Plampa63148	K13420
Plampa211405	K11654
Plampa170325	K10802
Plampa79944	K14004
Plampa173725	K08343
Plampa64765	K02949
Plampa171289	K09109
Plampa1037	K03032
Plampa141322	K06631
Plampa2553	K01135
Plampa26813	K19197
Plampa73568	K02349
Plampa67876	K02964
Plampa1579	K11731
Plampa36409	K24469
Plampa68405	K00264
Plampa727	K14564
Plampa8154	K01488
Plampa7043	K02370
Plampa1017	K19525
Plampa34178	K12460
Plampa164864	K00033
Plampa152094	K05635
Plampa351939	K15902
Plampa1736	K20689
Plampa344444	K14455
Plampa3502	K12736
Plampa1295	K14015
Plampa284757	K13289
Plampa57765	K20129
Plampa67422	K23957
Plampa2834	K00476
Plampa97990	K10414
Plampa174594	K00703
Plampa181298	K23490
Plampa402	K11713
Plampa10586	K07497
Plampa364560	K00837
Plampa15872	K11254
Plampa24456	K10380
Plampa79660	K17497
Plampa66934	K06874
Plampa6535	K00569
Plampa5924	K15101
Plampa23487	K12460
Plampa119191	K00922
Plampa756	K09585
Plampa43693	K10456
Plampa2310	K12188
Plampa258350	K03070
Plampa85019	K03113
Plampa121794	K05749
Plampa261906	K12189
Plampa120926	K17751
Plampa356827	K00121
Plampa2810	K20456
Plampa114764	K03738
Plampa240007	K02960
Plampa38333	K12655
Plampa16291	K08036
Plampa18092	K11995
Plampa265922	K07293
Plampa69988	K17968
Plampa28	K13912
Plampa160298	K08292
Plampa127323	K18442
Plampa128928	K09419
Plampa283970	K22197
Plampa214948	K03527
Plampa54560	K07497
Plampa133579	K11129
Plampa277837	K12882
Plampa6642	K07877
Plampa91362	K03404
Plampa114173	K05126
Plampa110810	K00432
Plampa26153	K02262
Plampa22211	K00797
Plampa18633	K11512
Plampa7799	K06754
Plampa168378	K03029
Plampa48353	K03028
Plampa21270	K23881
Plampa18356	K21634
Plampa303905	K14788
Plampa38658	K11251
Plampa348095	K12483
Plampa255590	K00939
Plampa303838	K00939
Plampa175489	K11840
Plampa3934	K24936
Plampa31693	K12604
Plampa121743	K01176
Plampa14525	K02912
Plampa128822	K12398
Plampa88700	K22145
Plampa224092	K00962
Plampa80254	K04739
Plampa315290	K10398
Plampa259629	K14644
Plampa345883	K15791
Plampa302904	K13984
Plampa92675	K14617
Plampa173883	K03327
Plampa10954	K22754
Plampa55287	K00026
Plampa280694	K09494
Plampa346039	K12311
Plampa163668	K05728
Plampa21536	K17492
Plampa210292	K24887
Plampa165513	K00413
Plampa260404	K03943
Plampa119386	K21248
Plampa352368	K03695
Plampa64757	K03178
Plampa202443	K08731
Plampa120214	K00457
Plampa170982	K04097
Plampa11791	K08731
Plampa98569	K01312
Plampa103172	K24514
Plampa58898	K12800
Plampa96276	K06691
Plampa103521	K10950
Plampa14142	K20655
Plampa360038	K06095
Plampa351003	K00789
Plampa300777	K15029
Plampa85376	K13789
Plampa11103	K24526
Plampa56118	K17609
Plampa353239	K12393
Plampa14254	K18598
Plampa6404	K21421
Plampa16117	K02940
Plampa79840	K03062
Plampa7729	K23781
Plampa112672	K11849
Plampa196682	K11789
Plampa43588	K07375
Plampa63414	K13606
Plampa8616	K02978
Plampa222724	K01652
Plampa4320	K16578
Plampa217659	K13348
Plampa59328	K24675
Plampa34107	K01807
Plampa350994	K06233
Plampa37103	K03163
Plampa130312	K03965
Plampa18778	K02695
Plampa110315	K23334
Plampa138978	K20823
Plampa220221	K20471
Plampa7990	K05015
Plampa79512	K11824
Plampa37418	K01702
Plampa29872	K11341
Plampa7424	K16777
Plampa213239	K01870
Plampa164349	K12472
Plampa120683	K06095
Plampa7975	K07497
Plampa44227	K02927
Plampa176846	K01280
Plampa321445	K03237
Plampa56843	K08486
Plampa355947	K08287
Plampa70247	K03086
Plampa9536	K14856
Plampa302056	K01823
Plampa1904	K20072
Plampa22383	K25167
Plampa127768	K02371
Plampa138369	K12567
Plampa355332	K22614
Plampa6652	K12350
Plampa21025	K03232
Plampa128256	K11644
Plampa147342	K00934
Plampa34298	K01520
Plampa42917	K10203
Plampa268619	K04883
Plampa5497	K22614
Plampa176921	K13811
Plampa10542	K13917
Plampa37624	K05105
Plampa37068	K01135
Plampa11555	K12479
Plampa357787	K00927
Plampa314208	K14313
Plampa180371	K01336
Plampa260198	K06685
Plampa145316	K05849
Plampa170334	K04459
Plampa215067	K22125
Plampa113315	K11412
Plampa54594	K25210
Plampa109731	K01897
Plampa86056	K24680
Plampa209632	K05917
Plampa73858	K20718
Plampa36201	K14721
Plampa103663	K03232
Plampa310050	K06619
Plampa46999	K11209
Plampa91994	K11319
Plampa13233	K03348
Plampa13182	K01304
Plampa318495	K00382
Plampa20446	K13355
Plampa316633	K04382
Plampa21210	K10380
Plampa171645	K09838
Plampa32349	K02993
Plampa20049	K07151
Plampa66380	K08752
Plampa23514	K20471
Plampa28950	K02870
Plampa365651	K23621
Plampa43482	K02984
Plampa26980	K22614
Plampa217434	K14152
Plampa39743	K12580
Plampa213017	K20476
Plampa358117	K09585
Plampa129400	K10365
Plampa257654	K07497
Plampa344248	K00006
Plampa38342	K06698
Plampa121782	K04520
Plampa100209	K08798
Plampa3770	K11886
Plampa137624	K15013
Plampa313836	K16290
Plampa176306	K12400
Plampa115494	K02989
Plampa5044	K16819
Plampa307583	K08794
Plampa94323	K03320
Plampa39737	K13126
Plampa421	K06252
Plampa260423	K00658
Plampa323722	K03868
Plampa41168	K15176
Plampa27478	K23802
Plampa44880	K10165
Plampa50536	K11869
Plampa37126	K16290
Plampa60550	K01539
Plampa112395	K01469
Plampa88916	K19532
Plampa276120	K14554
Plampa120584	K13783
Plampa33880	K23505
Plampa170248	K06233
Plampa36529	K03097
Plampa157923	K11968
Plampa81208	K24510
Plampa103585	K00574
Plampa23820	K05863
Plampa67754	K00134
Plampa171580	K05657
Plampa111021	K13963
Plampa48368	K18443
Plampa122000	K24485
Plampa130804	K10392
Plampa56215	K07497
Plampa39982	K11162
Plampa113438	K01764
Plampa3846	K09385
Plampa4198	K04378
Plampa88695	K20102
Plampa354062	K02155
Plampa81009	K09848
Plampa57012	K01465
Plampa24008	K01135
Plampa178825	K02603
Plampa163407	K19995
Plampa18989	K05115
Plampa348644	K01255
Plampa352322	K03235
Plampa14978	K06820
Plampa133793	K00889
Plampa3986	K24610
Plampa22359	K16726
Plampa22686	K02993
Plampa17079	K16531
Plampa306328	K00384
Plampa83678	K05122
Plampa29926	K10380
Plampa20874	K11252
Plampa79069	K16768
Plampa48685	K11252
Plampa34429	K10408
Plampa103112	K10380
Plampa100732	K01256
Plampa364794	K15289
Plampa309158	K07376
Plampa36415	K12184
Plampa7338	K00863
Plampa12835	K24939
Plampa322533	K17261
Plampa267399	K09571
Plampa150	K11803
Plampa37206	K01365
Plampa316202	K03444
Plampa356270	K03301
Plampa17407	K09624
Plampa680	K19750
Plampa230637	K06698
Plampa44090	K12272
Plampa218355	K06027
Plampa315411	K14004
Plampa15853	K12800
Plampa255751	K05181
Plampa111345	K07514
Plampa840	K14677
Plampa1134	K18849
Plampa177534	K09510
Plampa114447	K04427
Plampa165318	K02717
Plampa314102	K13856
Plampa348771	K02877
Plampa68185	K19511
Plampa187181	K01953
Plampa111193	K01847
Plampa2156	K00889
Plampa68086	K13800
Plampa48087	K22657
Plampa17054	K09490
Plampa164816	K13706
Plampa63437	K22017
Plampa80476	K01897
Plampa300912	K07865
Plampa121890	K07497
Plampa4992	K03768
Plampa125956	K09958
Plampa10508	K24224
Plampa4885	K01596
Plampa255006	K04681
Plampa218031	K05673
Plampa18791	K21806
Plampa9460	K13345
Plampa21672	K24992
Plampa23212	K22262
Plampa83664	K22859
Plampa137586	K02263
Plampa277784	K00226
Plampa354098	K00166
Plampa260039	K02639
Plampa49135	K03233
Plampa246802	K04348
Plampa21395	K19671
Plampa21143	K03125
Plampa11476	K09848
Plampa72154	K12826
Plampa68858	K03094
Plampa39742	K03231
Plampa5117	K06158
Plampa175081	K15979
Plampa63678	K13984
Plampa212768	K09276
Plampa119189	K15042
Plampa58633	K24525
Plampa179083	K18798
Plampa41437	K06115
Plampa214804	K00791
Plampa211776	K04361
Plampa57200	K22764
Plampa158552	K14684
Plampa166948	K00459
Plampa132214	K15276
Plampa168019	K01915
Plampa19512	K08076
Plampa110704	K00927
Plampa15440	K15690
Plampa7165	K18081
Plampa23296	K17776
Plampa68159	K14413
Plampa79758	K00104
Plampa210776	K20289
Plampa37314	K10380
Plampa91933	K01902
Plampa90761	K12035
Plampa12854	K07901
Plampa35954	K18624
Plampa344662	K01596
Plampa308245	K21456
Plampa353070	K03258
Plampa210536	K02993
Plampa121683	K01810
Plampa255551	K04380
Plampa42318	K11997
Plampa16562	K14408
Plampa80797	K16302
Plampa94864	K07374
Plampa349396	K12496
Plampa101304	K00140
Plampa143134	K00090
Plampa350293	K04382
Plampa83416	K02641
Plampa46021	K05099
Plampa94679	K00337
Plampa181643	K08568
Plampa28858	K02925
Plampa71833	K02930
Plampa110880	K12862
Plampa303655	K05704
Plampa149	K13617
Plampa217444	K00626
Plampa46065	K04498
Plampa329949	K09498
Plampa68396	K01772
Plampa122492	K16911
Plampa99079	K00933
Plampa167110	K01648
Plampa127893	K00873
Plampa34262	K07827
Plampa63633	K08843
Plampa664	K15621
Plampa10929	K02973
Plampa8666	K10583
Plampa26261	K02891
Plampa164137	K04688
Plampa1288	K10396
Plampa307596	K01869
Plampa112282	K14005
Plampa93092	K15105
